kind,library,codegen,api,test_case,repetition,iterations,bytes,elapsed_ns,ns_per_encode,encodes_per_second,checksum
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,9,1000000,213,144598414.000,144.598,6915705.175,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,one_string_ten_decimal_strings,10,1000000,213,143837876.000,143.838,6952271.737,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,1,1000000,213,139307643.000,139.308,7178357.041,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,2,1000000,213,139431916.000,139.432,7171959.109,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,3,1000000,213,140535798.000,140.536,7115624.732,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,4,1000000,213,140037237.000,140.037,7140957.801,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,5,1000000,213,140528072.000,140.528,7116015.937,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,6,1000000,213,139031816.000,139.032,7192598.275,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,7,1000000,213,136421367.000,136.421,7330230.022,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,8,1000000,213,139407763.000,139.408,7173201.682,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,9,1000000,213,139479724.000,139.480,7169500.852,213000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,one_string_ten_decimal_strings,10,1000000,213,139258194.000,139.258,7180905.994,213000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,1,1000000,1193,824128132.000,824.128,1213403.549,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,2,1000000,1193,784340674.000,784.341,1274956.193,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,3,1000000,1193,785030720.000,785.031,1273835.500,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,4,1000000,1193,794588128.000,794.588,1258513.643,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,5,1000000,1193,782818455.000,782.818,1277435.392,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,6,1000000,1193,786875216.000,786.875,1270849.532,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,7,1000000,1193,783665075.000,783.665,1276055.335,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,8,1000000,1193,785149391.000,785.149,1273642.967,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,9,1000000,1193,773357557.000,773.358,1293062.945,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToString,ten_strings_fifty_decimal_strings,10,1000000,1193,773854480.000,773.854,1292232.617,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,1,1000000,1193,771772833.000,771.773,1295718.063,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,2,1000000,1193,768510575.000,768.511,1301218.269,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,3,1000000,1193,796552894.000,796.553,1255409.412,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,4,1000000,1193,765003177.000,765.003,1307184.114,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,5,1000000,1193,755106552.000,755.107,1324316.413,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,6,1000000,1193,771340594.000,771.341,1296444.149,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,7,1000000,1193,780229738.000,780.230,1281673.783,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,8,1000000,1193,778965105.000,778.965,1283754.553,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,9,1000000,1193,776901663.000,776.902,1287164.190,1193000000
protobuf,google_protobuf,lite_runtime,SerializeToArray_preallocated,ten_strings_fifty_decimal_strings,10,1000000,1193,774192277.000,774.192,1291668.788,1193000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,1,1000000,49,85087917.000,85.088,11752550.012,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,2,1000000,49,85082327.000,85.082,11753322.168,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,3,1000000,49,82828399.000,82.828,12073153.798,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,4,1000000,49,82193892.000,82.194,12166354.162,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,5,1000000,49,82328366.000,82.328,12146481.809,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,6,1000000,49,82450826.000,82.451,12128441.260,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,7,1000000,49,81653852.000,81.654,12246819.660,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,8,1000000,49,82702363.000,82.702,12091552.934,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,9,1000000,49,84320809.000,84.321,11859468.758,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_int64,10,1000000,49,82071259.000,82.071,12184533.443,49000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,1,1000000,213,117706195.000,117.706,8495729.558,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,2,1000000,213,116173266.000,116.173,8607832.373,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,3,1000000,213,117797930.000,117.798,8489113.518,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,4,1000000,213,116355097.000,116.355,8594380.700,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,5,1000000,213,115865969.000,115.866,8630661.864,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,6,1000000,213,116203030.000,116.203,8605627.581,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,7,1000000,213,117413855.000,117.414,8516882.441,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,8,1000000,213,117442053.000,117.442,8514837.526,213000000
protobuf,protobuf_c,c_generated,pack_preallocated,one_string_ten_decimal_strings,9,1000000,213,116492645.000,116.493,8584232.936,213000000
